Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Divination,Ancient Runes,History of Magic,Potions,Charms,Flying
451,Hufflepuff,Shawn,Roe,1997-05-28,Right,2.848,403.0186607,11.88971275,11.29682286,-243.35915,-4.69
452,Slytherin,Jesse,Delgado,2001-03-10,Left,-4.658,397.5429088,4.03823698,9.623905392,-247.51612,-34.54
453,Hufflepuff,Elissa,Little,1997-07-25,Right,5.498,383.1755477,4.713770083,2.328363926,-244.42403,-35.68
454,Slytherin,Henry,Wheaton,2000-09-28,Right,-5.378,409.8330039,,7.73786247,-249.94693,-34.71
455,Slytherin,Wendy,Norris,2001-02-14,Left,-5.438,326.6365888,7.259016111,13.41525375,-247.43459,-99.17
456,Slytherin,Valeria,Goode,2000-06-25,Left,3.809,602.5491394,6.489467655,,-229.18962,-8.64
457,Ravenclaw,Sallie,Leon,1997-08-30,Right,3.879,544.0375487,5.162976746,7.113383908,-232.27721,-33.94
458,Hufflepuff,Jodi,Blanchette,2000-08-16,Left,4.158,358.6528505,4.253626529,2.427181272,-244.69824,43.98
459,Gryffindor,Kyle,Page,1998-03-06,Right,4.132,572.7279176,-5.203977462,2.480755842,-255.57869,217.21
460,Hufflepuff,Brooks,Fishman,1998-12-06,Right,7.437,458.5389859,2.778834082,5.112698579,-245.72159,21.1
461,Gryffindor,Benjamin,Mcfarlane,2000-10-02,Left,3.688,601.0621258,-5.425039538,1.991429078,-256.25905,217.11
462,Ravenclaw,Krystle,Monahan,1998-09-13,Left,5.579,675.6636353,4.469171957,9.735157526,-229.82644,1.88
463,Ravenclaw,Donovan,Peterman,1999-03-16,Left,4.702,597.7732188,4.830526119,9.440495863,-233.34423,-9.55
464,Hufflepuff,Sammie,Tyner,2001-05-08,Left,6.461,444.6604652,4.322091661,7.412219133,-244.55377,-9.35
465,Gryffindor,Kisha,Cagle,1999-04-05,Left,2.565,611.0161623,-8.431116673,-0.3680215448,-258.32359,260.78
466,Gryffindor,Marlys,Shepherd,1998-05-30,Right,6.015,587.5668388,-6.826929878,1.852756481,-252.9919,254.65
467,Hufflepuff,Vera,Goodwin,1997-08-18,Left,6.651,417.6517444,7.400263502,7.260950566,-241.89069,-31.61
468,Slytherin,Erin,Fenton,1997-09-28,Left,-4.641,418.6780777,4.309579945,7.034674875,-252.53072,-86.44
469,Gryffindor,Edmund,Moseley,1998-09-14,Left,4.007,557.641534,-4.523832704,2.400343766,-256.66294,200.54
470,Ravenclaw,Earle,Voigt,1997-07-02,Right,2.787,608.7013852,4.295821494,9.407522694,-229.9649,4.9
471,Gryffindor,Wilton,Magana,1998-11-27,Left,4.092,632.9842852,-4.500631241,3.963451204,-252.27461,159.24
472,Hufflepuff,Gary,Adam,2000-03-20,Left,4.436,350.3018426,7.355801682,2.329075877,-242.5815,-2.45
473,Hufflepuff,Whitney,Jeter,1997-09-19,Right,3.124,302.562409,5.907414766,2.172485503,-246.84899,-64.68
474,Hufflepuff,Leroy,Armijo,1997-01-01,Left,3.797,315.7042069,3.790839017,1.524585591,-245.76833,27.57
475,Ravenclaw,Earle,Branson,1997-12-29,Left,4.68,584.5562214,6.952854896,7.223152,-230.99691,-35.69
476,Hufflepuff,Luanne,Crisp,1998-12-23,Right,5.086,397.9619766,5.755301034,3.412109944,-243.73945,-62.43
477,Hufflepuff,Brady,Hopkins,1999-12-07,Right,5.362,395.0876145,4.324788108,4.55854807,-245.02155,-1.47
478,Gryffindor,Sabina,Hare,1999-08-30,Right,5.109,563.656879,-5.136535223,-0.4275821869,-252.16262,142.1
479,Ravenclaw,Laurie,Liddell,2000-11-15,Right,6.535,583.6213263,4.789625937,7.016231361,-228.74301,28.83
480,Hufflepuff,Elissa,Breeden,2001-03-03,Left,4.235,396.4968763,5.720799592,3.677991069,-243.6513,16.24
481,Hufflepuff,Rogelio,Draper,1998-04-11,Right,2.336,353.9140022,8.527863134,7.561969423,-245.69303,-21.8
482,Gryffindor,Bradly,Mcmillen,2001-03-25,Left,3.746,594.45493,-5.317366427,1.395028843,-255.1393,159.53
483,Slytherin,Huey,Sparks,2000-01-23,Right,-5.535,429.3177504,4.883241588,11.33166544,-253.58955,-78.83
484,Hufflepuff,Manual,Rider,1998-04-10,Right,1.159,353.1997325,4.406719266,2.486029266,-245.43406,61.25
485,Hufflepuff,Cyril,Tanaka,1998-11-19,Left,4.747,336.0310852,2.915323753,0.3979195003,-248.25002,-30.45
486,Ravenclaw,Sammy,Brooks,1998-01-03,Left,3.089,616.8807894,5.840627935,7.258141352,-227.83236,3.85
487,Gryffindor,Addie,Pedroza,1999-04-06,Right,5.863,604.3111449,-3.417442716,5.009049318,-253.73334,222.84
488,Hufflepuff,Chantel,Alexander,1999-06-17,Left,4.634,328.7159241,8.088629688,5.173498443,-246.28707,-70.17
489,Hufflepuff,Antwan,Swanson,1997-05-18,Right,8.048,,6.317915807,7.058323074,-245.19035,-76.83
490,Gryffindor,Winfred,Love,1997-03-15,Left,4.132,599.2148614,-4.863483994,4.055751836,-253.21898,186.97
491,Hufflepuff,Alvina,Fountain,1999-02-12,Right,5.729,413.8686017,8.917402884,8.236909139,-241.79555,-41.43
492,Slytherin,Tiffany,Kirby,1996-12-31,Left,-5.081,357.8633249,8.701888389,13.35055394,-248.66349,-128.26
493,Slytherin,Gregorio,Rouse,1998-03-01,Right,-5.428,,4.255301553,5.306514821,-249.70725,-77.86
494,Hufflepuff,Reuben,Battle,1997-08-07,Left,6.502,434.2216938,1.994543454,3.543185216,-246.88416,13.58
495,Hufflepuff,Delma,Rosas,1999-07-11,Left,2.696,396.2920871,4.157131123,4.388971183,-246.01378,2.57
496,Slytherin,Robin,Townes,2001-08-04,Left,-4.083,345.6513311,4.684699272,6.261589497,-247.13855,-89.38
497,Gryffindor,Nathan,Matson,2000-08-23,Right,0.429,578.9511769,-4.990509978,4.004298175,-261.04892,220.3
498,Ravenclaw,Clara,Broughton,2000-03-17,Right,5.759,617.6875478,5.294432108,6.159296953,-229.73422,-24.72
499,Ravenclaw,Tisha,Kohl,1999-06-02,Left,5.739,576.2049635,2.956482487,7.841168216,-231.76302,39.49
500,Gryffindor,Maryanne,Nix,1999-08-20,Left,3.391,556.1412936,-4.297259956,2.600995414,-256.04592,173.15
501,Hufflepuff,Ruthie,Wallin,1998-07-16,Left,3.462,411.9717348,2.995130877,5.598980864,-244.86802,53.18
502,Hufflepuff,Flora,Tyler,2001-05-13,Left,4.397,395.9415588,3.135228255,4.771369905,-246.99443,-11.83
503,Hufflepuff,Celina,Sperry,1997-03-29,Left,2.993,399.2198305,2.656710672,3.889074511,-246.21553,18.78
504,Ravenclaw,Warren,Corrigan,1997-12-16,Left,3.268,627.8028082,-5.256244444,4.585993631,-255.07285,196.53
505,Gryffindor,Aaron,Limon,1997-05-10,Right,4.649,576.8751593,-5.548898867,2.516550305,-252.93887,196.61
506,Slytherin,Amos,Toth,1997-10-24,Right,,381.2912177,5.395228819,10.60623138,-247.74576,-68.57
507,Ravenclaw,Adam,Henning,1998-12-11,Right,3.771,535.102464,3.503054916,9.287244219,-231.29854,82.98
508,Hufflepuff,Sharron,Pinson,1997-05-24,Right,8.186,396.2899378,4.322674067,5.359660442,-244.83154,-8.95
509,Hufflepuff,Selina,Mccune,2001-08-17,Left,2.478,347.5395781,5.134737479,2.28991065,-246.44905,-8.02
510,Ravenclaw,Jacquelyn,Luckett,1997-12-12,Right,3.499,551.6965927,6.536269417,7.040371218,-232.34868,-41.4
511,Hufflepuff,Felicia,Huffman,1998-09-23,Left,5.841,388.535962,8.696338713,10.13883756,-244.32914,-37.3
512,Gryffindor,Terri,Ibarra,2001-09-23,Left,4.604,545.5686302,-5.157937241,2.215009526,-254.37107,207.65
513,Hufflepuff,Allen,Baron,1997-05-01,Right,3.545,406.3978874,,5.970989998,-242.25106,-22.73
514,Hufflepuff,Patricia,Monroe,1998-05-18,Left,6.067,399.0412996,7.174774081,4.373252054,-242.01139,-52.27
515,Gryffindor,Derrick,Martins,1997-10-14,Left,5.886,583.2199463,4.415810088,9.365671327,-230.7606,44.48
516,Ravenclaw,Carmela,Rockwell,2000-07-25,Right,6.031,663.70789,2.154202541,5.372843896,-231.26792,-2.51
517,Gryffindor,Tabatha,Flanagan,1998-11-05,Left,4.838,652.1476705,-6.767152068,3.961289198,-253.57317,234.36
518,Ravenclaw,Liz,Poland,2000-02-27,Right,6.341,640.2603523,1.45322,4.884673922,-229.1267,50.45
519,Gryffindor,Wes,Ness,1998-07-17,Right,5.139,,-5.09305139,-0.274537572,-254.03352,154.24
520,Hufflepuff,Griselda,Flynn,1997-04-14,Right,4.16,427.8987151,6.776689313,6.936579202,-243.26836,-11.93
521,Gryffindor,Tuan,Tirado,2000-10-14,Right,4.949,554.5658958,-5.051459638,1.392671695,-252.63339,179.7
522,Slytherin,Freddy,Fredrickson,1999-02-24,Right,-2.053,343.9440061,7.208932203,8.195699467,-245.62577,-119.79
523,Gryffindor,Laverne,Baughman,1999-08-01,Left,7.144,629.9080607,-6.621446687,1.316626976,-249.66992,223.39
524,Slytherin,Boyd,Diamond,1998-10-18,Left,-2.458,415.2083992,7.299963582,9.992427,-247.42837,-109.28
525,Ravenclaw,Rodger,Mcmillan,1999-06-26,Left,3.984,616.3604136,4.497323784,6.051719353,-230.66825,14.57
526,Gryffindor,Quinn,Blackwood,1997-02-05,Right,3.789,610.6254957,-3.864115238,3.294695443,-253.74228,150.91
527,Gryffindor,Richard,Pappas,2001-11-04,Right,4.613,575.723871,-2.305410602,6.47929507,-251.38382,143.56
528,Gryffindor,Beverley,Gruber,1997-04-30,Right,5.217,607.3685939,-3.40003915,5.76176594,-251.65606,184.73
529,Gryffindor,Carmen,Lawrence,1997-11-07,Right,3.826,,-5.338977137,1.684016044,-256.04111,203.84
530,Ravenclaw,Nikita,Hoppe,2000-04-22,Right,6.272,591.4533171,4.878161343,7.79700035,-231.09474,-15.45
531,Hufflepuff,Tiffany,Manning,1998-01-23,Right,4.466,419.5813078,5.812540657,7.551485524,-244.79903,-30.13
532,Gryffindor,Blair,Pennell,1998-09-18,Left,4.875,651.5534745,-7.051686416,4.028279258,-251.21743,244.22
533,Ravenclaw,Kenny,Sosa,1999-02-11,Right,5.558,636.4915235,6.637259213,10.10502148,-227.78551,-21.85
534,Ravenclaw,Jayne,Bard,1999-01-23,Right,4.904,610.7140265,6.48406418,7.220744379,-227.25197,-29.86
535,Hufflepuff,Booker,Berry,2000-12-09,Left,6.665,449.3175265,4.450985759,5.872092813,-241.45432,55.87
536,Gryffindor,Twyla,Hopper,1999-02-07,Left,5.425,581.3451137,-3.758656986,4.054450449,-250.90708,161.21
537,Ravenclaw,Stephany,Ridley,2000-02-08,Right,3.9,561.3296774,4.875433812,9.902024711,-228.99763,9.72
538,Slytherin,Anderson,Serrano,1997-11-18,Left,-4.376,387.9448518,5.594081449,9.092005255,-248.32777,-52.98
539,Ravenclaw,Una,Dudley,2000-07-01,Left,,599.182591,5.716181598,8.575374931,-228.58794,18.5
540,Slytherin,Burt,Herr,2001-05-13,Right,-4.34,365.1516476,6.648101644,13.2405574,-245.68736,-87.37
541,Gryffindor,Cheryl,Perez,2001-03-02,Left,3.231,617.6821326,-5.545642122,1.31561402,-255.08945,149
542,Ravenclaw,Katherine,Cottrell,1999-12-18,Left,6.441,631.489911,6.332564203,10.56519031,-227.33781,52.63
543,Ravenclaw,Cassie,Amundson,2000-07-28,Left,5.658,646.4633523,5.836995184,10.37379205,-229.26483,35.27
544,Ravenclaw,Clifford,Bromley,2001-04-09,Right,6.301,610.3445164,1.766553148,3.413936652,-232.10466,27.65
545,Ravenclaw,Alina,Cates,1998-11-26,Right,5.467,610.1866991,4.026562454,8.46100944,-229.16306,14.59
546,Gryffindor,Johnnie,Brownlee,2000-11-25,Right,4.96,616.9576071,-5.824106948,1.596308332,-253.0356,188.01
547,Slytherin,Trenton,Lowry,2001-08-18,Left,-6.308,372.7417533,1.551288467,9.5473761,-248.75429,-34.44
548,Hufflepuff,Germaine,Harrison,1997-01-01,Left,3.657,430.66277,4.381621412,3.797777919,-243.47409,11.06
549,Gryffindor,Amparo,Peace,2000-03-02,Left,3.658,581.4277769,-4.942080421,2.465061238,-255.25662,172.12
550,Hufflepuff,Marcos,Chambliss,1997-09-19,Left,6.223,364.9948484,6.5893449,4.189628957,-245.38901,-89.49
551,Slytherin,Harriett,Nakamura,1997-02-09,Right,-7.098,405.5690915,4.024167908,9.688620435,-255.27942,-83.62
552,Gryffindor,Leona,Joyner,1998-03-26,Left,5.032,604.1708125,-6.149528763,2.367920405,-253.17175,208.01
553,Hufflepuff,Oliver,Switzer,1997-08-08,Left,5.574,,4.481178219,5.341886721,-243.6697,-17.71
554,Hufflepuff,Ellie,Fitzgerald,1998-03-09,Right,5.84,364.2249062,2.22374524,1.460631812,-246.74742,-29.12
555,Hufflepuff,Audra,Buchanan,1997-07-12,Right,5.137,362.3057093,3.767656898,2.106684042,-245.26211,-58.56
556,Gryffindor,Chester,Fry,2000-01-13,Left,2.576,582.8450828,-5.534045303,1.773658001,-259.18162,212.83
557,Hufflepuff,Stacey,Ballou,1999-09-07,Left,4.692,385.5953476,2.674182102,0.7276604587,-245.37527,-10.79
558,Hufflepuff,Parker,Isbell,1997-04-22,Right,4.968,407.6006208,,7.557223067,-243.57838,-78.82
559,Ravenclaw,Betsy,Mcnulty,1998-08-31,Left,4.12,591.1119467,,9.814290301,-231.48288,1.54
560,Slytherin,Thad,Bray,1996-12-09,Right,-4.976,410.1679906,3.991978697,7.737765199,-251.33378,-64.61
561,Ravenclaw,Augustine,Stahl,2000-09-27,Right,6.269,618.8840565,6.114810045,8.042720675,-231.13896,-38.98
562,Ravenclaw,Carlo,Dickens,1997-11-27,Left,3.876,547.9062114,2.547665461,4.808231644,-229.4791,18.12
563,Gryffindor,Maritza,Layton,1997-02-04,Right,5.574,617.0386582,-5.380612513,2.592942449,-252.18191,208.46
564,Hufflepuff,Delbert,Douglas,1998-03-07,Left,7.43,399.6055043,5.224335301,4.388404622,-243.11723,-91.27
565,Hufflepuff,Forest,Hill,1997-05-12,Right,8.499,431.883716,6.048194761,7.34273317,-242.73315,2.25
566,Hufflepuff,Aurelia,Fitzsimmons,1999-10-20,Right,4.904,333.7047375,8.144382895,2.24713504,-244.61593,-106.56
567,Ravenclaw,Cyrus,Reynolds,1998-04-03,Right,3.989,594.8090757,5.492863277,7.871487063,-232.24868,6.13
568,Ravenclaw,Zachery,Gatlin,2001-09-22,Right,4.847,603.7427613,4.371127568,7.041013574,-231.43628,7.97
569,Hufflepuff,Vickie,Olmstead,1998-06-19,Right,5.254,382.6134946,9.177905537,8.205858924,-243.53668,-11.18
570,Hufflepuff,Kathy,Brody,2001-01-18,Left,6.894,384.1764655,3.163699584,0.9790416419,-243.45619,-29.89
571,Hufflepuff,Shantel,Wylie,1997-06-09,Right,5.186,503.3779359,5.726552641,9.245810524,-241.77521,9.51
572,Ravenclaw,Kristy,Gibbs,1999-03-29,Left,3.286,561.6213303,6.358738878,10.88672888,-232.12415,-1.92
573,Ravenclaw,Kristal,Smalley,2000-05-01,Left,4.198,571.4926787,5.486006161,1.847736131,-230.00413,-65.19
574,Hufflepuff,Nell,Klinger,1997-01-22,Left,4.093,365.2280247,1.965904776,0.2167293037,-247.20238,-26.74
575,Gryffindor,Tina,Ng,1999-08-27,Left,5.58,627.9730237,-5.251880077,4.663228515,-250.66859,199.25
576,Hufflepuff,Booker,Burris,1999-10-09,Left,4.325,379.9919094,-1.803314201,-3.620761628,-245.59829,59.72
577,Hufflepuff,Stefan,Sheehan,1997-06-16,Right,6.011,375.1840582,4.190773637,2.481851293,-242.48883,6.96
578,Gryffindor,Gus,Wise,1997-05-27,Left,1.913,,-4.163207405,1.966510177,-258.65235,187.51
579,Slytherin,Gwendolyn,Schofield,1997-05-27,Right,-7.482,367.1301238,7.109791844,11.22686559,-253.03519,-125.59
580,Gryffindor,Casandra,Warfield,1999-07-28,Right,3.703,601.9920493,-3.16677306,5.334958834,-252.67669,158.12
581,Gryffindor,Korey,Baldridge,2000-10-06,Right,0.052,583.0611378,-5.028784066,3.353325227,-260.50346,186.05
582,Hufflepuff,Bryce,Epps,1997-11-11,Right,4.948,436.1159658,3.928459957,5.499596308,-243.74762,-43.03
583,Gryffindor,Lesley,Reich,1999-07-27,Right,5.657,617.2490492,-7.603293485,-0.1802509901,-252.28141,206.4
584,Ravenclaw,Gena,Mendez,1997-07-03,Right,3.153,570.0235402,1.509748879,5.088396411,-233.24278,48.88
585,Hufflepuff,Oleta,Sawyers,2001-03-31,Right,6.447,442.1729677,2.782886546,5.037728407,-243.21372,40.43
586,Ravenclaw,Federico,Aldridge,1999-08-19,Right,5.435,,,3.738693373,-233.25186,-0.4
587,Slytherin,Fran,Butterfield,1999-01-03,Left,-3.441,386.0004662,3.578805116,6.471480679,-250.91316,-103.66
588,Slytherin,Aileen,Martino,1999-10-24,Left,-4.819,380.8759178,3.754628048,8.185478934,-251.35113,-84.35
589,Ravenclaw,Mindy,Luster,2001-10-31,Right,3.806,578.9995434,5.62815878,7.733989766,-229.72515,-16.91
590,Ravenclaw,Gena,Crutchfield,1996-12-01,Right,3.102,585.7967256,3.556971425,5.105814263,-231.29726,-13.83
591,Slytherin,Rufus,Sizemore,2000-03-25,Right,-7.552,377.4912247,2.706146096,9.475613836,-251.73858,-43.42
592,Slytherin,Adrian,Crowder,1999-03-16,Left,-4.811,435.8832542,0.6690948764,8.493548804,-252.0068,-18.96
593,Hufflepuff,Virgil,Poling,1997-08-10,Right,5.354,398.4978923,4.128447814,3.578997068,-243.68344,-53.5
594,Ravenclaw,Michaela,Levi,2000-12-12,Left,5.022,578.6144407,5.269839505,5.014502883,-230.7513,-13.33
595,Ravenclaw,Marcos,Baylor,2001-06-24,Left,4.877,573.9220847,3.826682019,4.103289864,-228.6024,58.41
596,Hufflepuff,Gerardo,Paquette,1998-12-26,Left,4.051,351.3748807,3.550917202,1.055766461,-244.8826,-7.87
597,Gryffindor,Alfredo,Langston,1997-06-25,Right,4.09,609.9417851,-6.015680594,3.98717958,-252.35791,225
598,Ravenclaw,Hunter,Isom,2000-12-19,Right,5.532,614.4259612,4.384653123,5.800636503,-231.35227,-18.19
599,Slytherin,Tillie,Caldwell,1999-12-17,Right,-1.167,400.0257041,,8.7943204,-245.29176,-103.83
600,Ravenclaw,Margaret,Bordelon,1999-08-09,Left,3.04,541.1666552,3.849365992,4.81874564,-231.66195,5.01
601,Ravenclaw,Ignacio,Nagy,2000-06-23,Right,2.78,579.1290758,6.014226313,7.462290174,-231.38048,-23.2
602,Slytherin,Oliver,French,1999-03-09,Left,-4.602,366.531756,5.01743323,6.949189639,-250.33132,-119.11
603,Gryffindor,Rebeca,Santoro,1998-09-04,Left,5.552,542.566038,-3.283988628,2.429620509,-251.59822,131.13
604,Ravenclaw,Leonor,Smoot,2000-05-02,Right,2.448,568.952105,5.207415472,6.388922104,-231.69958,-15.08
605,Ravenclaw,Verla,Breedlove,1999-12-08,Left,4.621,580.4989873,2.345853045,5.379944795,-231.45926,37.56
606,Ravenclaw,Loren,Free,1996-12-05,Right,6.021,607.1918852,3.100168306,5.020294991,-230.64592,38.12
607,Ravenclaw,Jolene,Bouchard,2001-02-24,Right,4.735,601.3016045,5.037385996,3.810551091,-232.20035,19.77
608,Slytherin,Rufus,Hanna,1998-05-21,Right,-5.362,374.2283839,5.162758828,9.635763473,-251.52923,-107.69
609,Hufflepuff,Daniel,Mack,2000-09-12,Right,6.222,449.3842536,4.362673308,5.051625278,-243.1225,28.28
610,Ravenclaw,Lenard,Gossett,1998-01-20,Right,4.085,611.7405705,5.105351325,9.432562738,-230.31755,20.8
611,Ravenclaw,Roxie,Mccue,1997-09-20,Left,4.214,584.219087,9.652543556,9.808689796,-231.00467,-43.78
612,Slytherin,Dorcas,Espino,1999-04-14,Left,-2.539,407.5393323,6.16874378,8.895814201,-246.98493,-85.64
613,Hufflepuff,Sung,Leake,2001-08-04,Right,5.03,330.1794216,3.907619646,2.416049212,-246.06641,-53.74
614,Gryffindor,Jackie,Craven,1998-10-20,Right,5.71,645.6624217,-4.960292888,4.901641543,-251.63213,216
615,Gryffindor,Grady,Hunter,1997-04-16,Right,4.824,616.0443845,-4.945047182,2.254483154,-253.85094,186.85
616,Ravenclaw,Earline,Goss,1999-10-27,Right,5.091,609.3283561,4.719414875,6.178961475,-233.22949,-38.73
617,Ravenclaw,Stanford,Eng,2001-02-03,Left,3.837,577.6381418,4.43354451,5.337638783,-233.19845,-33.89
618,Gryffindor,Herschel,Roller,2001-04-25,Right,2.863,540.4167446,4.410849489,10.76511243,-232.28579,53.03
619,Hufflepuff,Rob,Cahill,2000-05-09,Left,3.905,395.1915106,7.603707236,3.521569876,-241.91766,-6.78
620,Slytherin,Keenan,Mccracken,1998-09-30,Right,-5.757,431.6946669,3.849105717,9.615100983,-253.39242,-73.16
621,Slytherin,Dianne,Morrison,1997-08-17,Right,-3.907,345.4500279,6.490521126,8.09560353,-246.31032,-82.18
622,Gryffindor,Pricilla,Ngo,1999-06-13,Left,5.731,614.5387967,-5.827122763,2.697399374,-252.51846,223.96
623,Hufflepuff,Fanny,Krieger,1996-12-17,Left,4.771,431.1961415,2.025823006,5.414641626,-245.92733,71.33
624,Gryffindor,Stephan,Pointer,2000-02-09,Right,6.197,596.5625287,-4.124327552,6.295355095,-249.30956,222.06
625,Gryffindor,Jacqueline,Kell,2000-01-09,Right,5.074,632.634355,-5.388552821,2.447027502,-253.15759,218.15
626,Hufflepuff,Jorge,Somers,1998-09-30,Right,3.851,379.6189485,4.952396466,5.081367905,-245.94114,36.21
627,Hufflepuff,Delphine,Derr,2000-01-10,Left,5.757,372.6753813,5.2542083,2.615092323,-242.07612,-22.16
628,Gryffindor,Shelia,Fitzgerald,1998-08-15,Left,4.059,582.5148798,-4.592051232,0.8808582505,-254.76673,145.71
629,Hufflepuff,Migdalia,Allison,1997-02-28,Left,7.256,409.8748495,4.557291522,6.240099424,-247.06759,-58.44
630,Gryffindor,Wallace,Conklin,2000-10-20,Right,3.619,,-5.468082533,2.687135212,-254.66852,195.71
631,Ravenclaw,Douglas,Yamamoto,1998-09-06,Right,3.959,577.6267712,4.097992374,7.330980556,-231.28464,20.04
632,Ravenclaw,Orville,Neuman,1997-09-15,Left,3.556,636.5898623,5.863257973,9.752212509,-232.63312,7.83
633,Hufflepuff,Marjory,Bayer,1997-05-13,Left,6.053,390.9267936,4.589073506,5.213940444,-245.87765,-47.82
634,Ravenclaw,Olive,Hendrick,2000-07-23,Right,4.625,586.1626266,3.732440421,4.599536536,-230.22546,65.13
635,Ravenclaw,Mai,Pickens,1997-01-10,Right,4.499,613.2129472,5.277836826,6.53768332,-230.10728,-21.59
636,Ravenclaw,Rita,Radford,2000-05-26,Left,4.104,589.8445337,7.004155593,6.191102327,-230.35909,-12.19
637,Slytherin,Jesus,Coons,2001-01-29,Right,-3.728,381.7363956,,8.529352895,-247.51403,-44.88
638,Ravenclaw,Micheal,Connell,1996-11-17,Left,7.465,649.6082492,7.29528861,11.32165894,-229.42089,-37.91
639,Hufflepuff,Bertram,Givens,1996-12-14,Left,6.473,441.24593,4.221979655,7.141407119,-243.73138,5.98
640,Hufflepuff,Wilburn,Upchurch,2000-08-13,Left,7.557,361.7148151,4.61202224,3.855088815,-245.44295,-89.98
641,Slytherin,Kenya,Cole,1998-09-22,Right,-5.125,377.8684515,5.845721699,9.915358392,-248.8895,-89.67
642,Slytherin,Kylie,Duval,1996-12-25,Left,-6.771,386.086237,4.60795788,13.35871983,-249.80257,-55.75
643,Ravenclaw,Jerry,Gunn,1999-11-29,Left,4.314,559.0539082,5.129960929,4.471265918,-230.29871,21.18
644,Hufflepuff,Alison,Battaglia,1999-06-22,Left,8.263,452.9641247,5.981336375,7.716706319,-242.69098,-78.73
645,Slytherin,Carmella,Ennis,2000-05-01,Right,-3.588,416.6197079,4.613739352,10.39358789,-249.52287,-69.05
646,Hufflepuff,Rodney,Bradford,2001-03-17,Left,3.37,411.1788457,1.118064234,5.699577606,-248.83615,54.11
647,Hufflepuff,Tena,Holden,1999-03-18,Right,5.798,446.6533997,4.459890314,5.684788455,-243.04501,1.77
648,Hufflepuff,Darren,Gilbert,1999-12-03,Right,2.507,454.589716,3.829712211,5.195964324,-244.22012,9.86
649,Slytherin,Olin,Sewell,1998-01-17,Right,-5.436,403.0521953,4.484836799,10.1691903,-250.5597,-51.72
650,Slytherin,Liz,Treadway,1997-12-18,Right,-5.06,382.4616264,5.524150362,,-247.79735,-60.47
651,Slytherin,Lynwood,Labelle,2001-11-03,Right,-6.269,372.5610023,,11.24973486,-251.10348,-94.97
652,Hufflepuff,Cristy,Pardo,1999-09-01,Right,9.209,422.4493899,0.2231426286,2.580584245,-244.32114,-7.34
653,Slytherin,Benita,Mcclain,1998-07-14,Left,-2.857,460.568629,4.436194144,8.743239973,-247.02865,-25.72
654,Ravenclaw,Brianna,Shaw,2001-05-20,Right,,558.7690436,3.293593228,8.394131648,-230.90832,30.52
655,Hufflepuff,Ella,Schreiber,1998-09-09,Left,3.43,399.5805919,5.395146227,4.959802599,-244.72465,9.73
656,Ravenclaw,Garland,Inman,2001-04-09,Right,3.679,587.2787004,5.917612213,6.343872979,-230.6652,-14.57
657,Gryffindor,Yesenia,Burchfield,1997-09-30,Left,4.514,549.6286879,-4.864778561,1.267820762,-253.85141,166.56
658,Gryffindor,Kurtis,Mcnamara,2000-01-19,Left,4.443,636.7725729,-4.002241484,3.973112523,-254.40467,184.77
659,Hufflepuff,Charlie,Dugan,2001-08-15,Right,3.201,373.8662765,5.173792142,3.772180299,-242.85527,56.97
660,Slytherin,Richelle,Graf,1998-08-09,Left,-4.647,356.4817441,3.276177887,8.434829104,-245.9952,-54.76
661,Hufflepuff,Brice,Vail,2000-05-06,Left,4.895,385.1889797,4.638806269,,-245.80006,-28.21
662,Slytherin,Eleanore,Hartley,1998-07-20,Right,-4.103,385.7563207,6.74635833,12.52776067,-246.48559,-79.78
663,Ravenclaw,Antoine,Murdock,2001-06-01,Left,7.207,617.5158954,4.475015133,5.637478669,-229.10397,1.18
664,Ravenclaw,Claudette,Gann,2000-05-12,Left,4.955,593.8482504,5.623257764,5.312000952,-230.08106,-17.83
665,Hufflepuff,Kirby,Riley,1998-11-08,Right,4.013,314.3012235,3.157241123,-1.372314655,-244.57147,0.01
666,Slytherin,Pierre,Higdon,1998-01-12,Left,-3.956,399.0583964,4.00745786,7.528542015,-247.29526,-45.79
667,Hufflepuff,Leilani,Crisp,1997-09-21,Left,6.095,360.1666549,6.930188347,5.953794294,-243.65732,14.97
668,Hufflepuff,Michale,Langlois,2001-06-07,Left,6.721,428.7513124,3.661301582,6.228572385,-244.24317,-44.97
669,Hufflepuff,Lulu,Winn,2000-11-09,Left,2.913,390.0767858,3.303454286,3.895100153,-246.50257,18.86
670,Gryffindor,Vilma,Zhang,2000-06-27,Right,4.438,563.0920991,-2.861766947,3.050693288,-253.23259,143.98
671,Gryffindor,Keenan,Buckner,1997-07-01,Right,4.066,641.5758992,-6.005476276,5.712510566,-255.12801,254.99
672,Slytherin,Kellie,Fritz,1998-10-06,Right,-6.393,450.7896991,2.869436085,10.71059983,-252.33416,-23.7
673,Ravenclaw,Trevor,Durand,1999-05-07,Right,4.538,569.4155603,6.486624825,5.782638162,-231.08352,-65.11
674,Hufflepuff,Ahmad,Garner,1999-03-30,Right,4.953,471.7597163,0.1784091743,4.176317888,-242.59176,86.55
675,Ravenclaw,Sherwood,Drake,2001-04-12,Right,5.385,555.7650678,6.972543514,10.98902584,-227.86382,23.51
676,Hufflepuff,Harriett,Esquivel,2000-01-30,Left,4.423,373.3932091,7.887535446,5.96042617,-243.78293,-48.94
