Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Muggle Studies,Transfiguration,Care of Magical Creatures
787,Slytherin,Carmella,Brice,2000-10-21,Left,38553,-487.4139274,-4.154068068,4.874139274,-606.5736682,1053.690373,-0.8173413584
788,Ravenclaw,Brianne,Redmond,1998-03-17,Left,60024,-490.4680079,3.873413777,4.904680079,690.0290189,1049.211272,-1.093952043
789,Gryffindor,Carrol,Owen,1999-05-02,Right,25867,731.3167761,-3.620189666,-7.313167761,-361.1324853,955.2818284,-1.005818533
790,Ravenclaw,Lona,Nickel,1998-09-03,Left,46755,-507.4012013,5.933565845,,820.4023144,1070.310234,0.6824337336
791,Hufflepuff,Lynn,Redman,1997-12-02,Right,38995,546.1653869,4.321604629,-5.461653869,-207.4856652,1029.697921,-0.5034779762
792,Gryffindor,Aubrey,Box,1997-08-04,Right,51864,543.6100139,-2.372704281,-5.436100139,-626.9409062,988.3360733,1.57616631
793,Hufflepuff,Dortha,Borrego,1999-03-04,Left,32823,513.056411,5.043269407,-5.13056411,-449.9288397,1037.459389,0.8939793888
794,Ravenclaw,Lynn,Fortney,1999-04-18,Right,57856,-457.2373941,8.116130495,4.572373941,531.3457785,1045.421916,-0.3408136338
795,Gryffindor,Rosario,Tanaka,1997-10-03,Right,57174,420.8301628,-5.717986477,-4.208301628,-577.5752678,933.4107203,-0.09360388702
796,Gryffindor,Benton,Pina,2001-02-08,Right,57163,644.9989004,-4.727914123,-6.449989004,-274.8139012,945.0715613,1.099016742
797,Ravenclaw,Larissa,Cowley,2000-10-21,Right,-24370,-258.1539292,5.625902585,2.581539292,455.4636385,1086.385367,-1.470413526
798,Ravenclaw,Andra,Moen,2001-01-23,Left,40424,-467.5737266,3.486307225,4.675737266,479.8088782,1044.342046,-1.153545174
799,Ravenclaw,Simon,Alicea,2000-10-11,Left,41673,-448.1400887,4.194325688,4.481400887,350.5652147,1046.659158,0.9586758992
800,Slytherin,Candice,Buford,1999-05-20,Right,31479,-520.2551666,-6.972697455,5.202551666,-625.3610316,1077.875199,0.1373609673
801,Hufflepuff,Monty,Parker,2001-10-30,Left,42076,602.8189769,7.117138453,-6.028189769,-302.9585974,1027.095133,-0.8170768305
802,Ravenclaw,Roslyn,Holman,1998-05-21,Left,41317,-597.091462,3.072635951,5.97091462,655.9816325,1060.620428,0.3530259153
803,Ravenclaw,Freeman,Wasson,1997-01-12,Right,42957,-417.1082841,3.147575918,4.171082841,550.2237162,1078.91976,-1.263862422
804,Ravenclaw,Pam,Acosta,1997-05-10,Right,42599,-429.355564,3.578669773,4.29355564,930.2439369,1077.447232,0.7218327434
805,Gryffindor,Dorsey,Carter,1999-05-07,Left,55000,484.4230919,-3.563434204,-4.844230919,-572.300667,949.4587776,-0.2753955184
806,Slytherin,Dorothy,Brownlee,2000-11-10,Right,89262,-226.1542614,-8.448978276,2.261542614,-369.5557254,,0.8812782159
807,Hufflepuff,Bridgette,Handy,2000-05-06,Right,45747,551.8562682,2.631362439,-5.518562682,-652.6556517,1065.683279,-0.3043691432
808,Gryffindor,Herman,Nall,1999-01-26,Left,57610,283.7509177,-4.370968872,-2.837509177,-611.2357931,963.4670058,0.5095244244
809,Ravenclaw,Floyd,Tinker,1999-03-25,Left,37118,-433.387119,8.262212697,4.33387119,190.8789301,1044.498373,-1.378201999
810,Slytherin,Evangelina,Cope,2001-01-10,Right,30699,-634.08517,-2.043165074,6.3408517,-650.5719039,1070.403533,-0.6558736294
811,Hufflepuff,Nadine,Vieira,1997-09-02,Left,7899,662.3967952,4.923154904,-6.623967952,-253.0416101,1013.11542,0.5675307705
812,Slytherin,Chanda,Hahn,1997-08-16,Right,33803,-677.224084,-4.276852961,6.77224084,-696.0067212,1068.518143,-0.912293147
813,Hufflepuff,Joni,Teal,1998-08-29,Left,37313,,4.366677774,-4.914335167,-590.2680981,1050.254976,-0.3726715921
814,Slytherin,Rae,Farmer,2001-11-02,Left,54773,-375.0274439,-4.960818912,3.750274439,-456.985089,1045.434247,0.027481311
815,Hufflepuff,Lorenzo,Mccombs,1997-03-18,Right,55256,-571.093649,6.231290692,5.71093649,498.3308584,1055.190519,-1.010906193
816,Slytherin,Darrel,Matney,2000-06-10,Left,38924,-727.3040013,-4.84033081,7.273040013,-646.0332002,,0.8172655391
817,Ravenclaw,Marquita,Hills,2000-09-21,Right,,-503.3246777,6.250759065,5.033246777,521.8555779,1031.350919,0.2492219376
818,Ravenclaw,Dewey,Clough,1999-08-25,Left,25772,-416.2645772,6.011744981,4.162645772,382.7671267,1058.567225,-0.3457099782
819,Ravenclaw,Juli,Trujillo,2000-02-18,Right,58803,-449.7225841,7.056490086,4.497225841,580.0831813,1048.674935,1.314169
820,Gryffindor,Sidney,Alcorn,1997-12-03,Left,-2464,940.3980794,2.924347773,-9.403980794,-262.1416646,1018.851923,0.3717177462
821,Hufflepuff,Alana,Kersey,1998-01-03,Left,33845,479.8099172,3.846392772,-4.798099172,-522.3463042,1042.98567,0.3018639717
822,Slytherin,Candi,Sykes,1998-10-24,Left,39617,-455.4085672,-4.949604973,4.554085672,-472.0535655,1054.681681,-0.1657408824
823,Ravenclaw,Nora,Lynch,1996-11-28,Right,74035,-203.8790869,8.617523398,2.038790869,487.9156781,1057.250677,0.04405755885
824,Slytherin,Fletcher,Byrnes,2000-03-10,Left,46521,540.6092462,5.384336746,-5.406092462,-605.5167365,1050.700323,-1.227221692
825,Ravenclaw,Branden,Ladd,2000-04-14,Right,84971,-503.0098424,5.743548594,5.030098424,519.4350421,1035.735824,1.270110205
826,Hufflepuff,Darius,Leblanc,1998-11-02,Right,39459,604.8741221,4.624139317,-6.048741221,-601.0343645,1063.298431,0.9608672465
827,Ravenclaw,Karrie,Eddy,2001-02-05,Right,51956,-483.2431505,8.247352792,4.832431505,772.4601318,1070.016804,1.261009929
828,Ravenclaw,Lenny,Necaise,1997-11-07,Left,13451,-671.7065575,2.763978681,6.717065575,472.0962917,1063.31119,1.117240781
829,Slytherin,Renato,Peel,2001-08-14,Right,73077,-397.4496964,,3.974496964,-315.6439403,1030.650881,1.325945899
830,Gryffindor,Stephanie,Withrow,1998-09-29,Right,47557,604.2752743,-6.074543889,-6.042752743,-518.5371977,923.3296592,-0.1155134557
831,Ravenclaw,Rhoda,Stapleton,2001-09-16,Left,93900,-255.1099468,5.745369113,2.551099468,606.6106223,1042.623892,-0.1155598144
832,Ravenclaw,Dillon,Shelly,1998-06-12,Left,35599,-584.8584246,4.170517499,5.848584246,389.1618705,1041.97549,0.9463288813
833,Hufflepuff,Ladonna,Chun,1997-07-04,Left,69837,387.6129886,2.132499228,-3.876129886,-478.2796295,1057.917549,-0.1044200203
834,Hufflepuff,Sherry,Kelso,2000-02-13,Right,36526,558.6261765,2.467365603,-5.586261765,-606.7309073,1058.285709,-0.3854470335
835,Gryffindor,Arron,Maldonado,1999-02-10,Left,66711,459.6656959,-5.391593102,-4.596656959,-599.5028393,933.2754583,0.181140518
836,Hufflepuff,Paulina,Parks,1997-07-29,Left,,314.3322469,4.980420959,-3.143322469,-611.6499833,1054.106126,1.717981212
837,Ravenclaw,Gabriel,Stclair,1999-11-16,Right,25985,-328.1408596,3.920040404,3.281408596,440.0426847,1056.729658,1.527065121
838,Ravenclaw,Carey,Stewart,2001-03-09,Right,64471,-657.6824956,4.960842392,6.576824956,480.1082014,1046.965607,-0.8783697929
839,Gryffindor,Florencio,Bogan,2001-03-23,Right,36187,481.0437938,-6.137879804,-4.810437938,-680.4410337,941.9975561,-0.03422290973
840,Hufflepuff,Valerie,Fender,1999-05-14,Right,60284,355.5438066,0.4393188212,-3.555438066,-497.5950063,1065.436882,-0.8966459867
841,Gryffindor,Spencer,Lovelace,1998-04-11,Left,62960,650.9713891,-5.029782803,-6.509713891,-581.5902458,953.4708233,-2.356945267
842,Slytherin,Darwin,Tompkins,2000-04-16,Right,33487,-587.4509736,-1.712538939,5.874509736,-488.5232642,1040.402591,-0.9146086804
843,Gryffindor,Traci,Flora,1999-07-11,Left,25998,,-4.10676756,-8.674625356,-169.4588639,948.9432956,0.2391286351
844,Hufflepuff,Dee,Mccurdy,1998-07-19,Right,59072,547.2580631,3.75616489,-5.472580631,-448.1076231,1048.498087,0.2814437596
845,Gryffindor,Erwin,Baldwin,1999-03-15,Left,46674,341.9899939,-5.441453681,-3.419899939,-844.6290799,945.3372015,0.1169320251
846,Hufflepuff,Lupe,Durand,1998-01-30,Right,55709,418.228197,6.951079732,-4.18228197,-343.2491559,1038.665094,-0.6305197204
847,Slytherin,Sherri,Watts,1999-07-23,Right,44724,-654.7338249,-2.725429939,6.547338249,-636.9606311,1028.248421,-0.9817210046
848,Hufflepuff,Graham,Lake,1997-07-14,Right,56473,538.5688542,5.855271687,-5.385688542,-560.4919306,1051.640681,
849,Hufflepuff,Lena,Plunkett,1997-07-13,Left,50991,248.9965283,6.084129485,-2.489965283,-567.4449516,1052.625661,0.2840164428
850,Ravenclaw,Reba,Labelle,2001-07-05,Right,48646,-248.3531259,8.60671,2.483531259,128.7164543,1031.214743,0.8612768049
851,Slytherin,Chi,Keller,1997-03-20,Left,43311,-596.9919081,-1.705524722,,-570.5324376,,0.8180959494
852,Ravenclaw,Bridgette,Reiter,1998-03-15,Right,60300,-543.0978041,4.340855438,5.430978041,512.5428248,1050.665321,0.21372262
853,Hufflepuff,Alice,Joyner,2001-01-30,Right,71132,171.3773473,4.820462505,-1.713773473,-579.9975646,1060.399691,-0.8194997982
854,Slytherin,Daniela,Bone,2001-07-19,Right,16649,-654.1054432,-5.602374832,6.541054432,-447.833667,1067.038826,0.4925019836
855,Slytherin,Noreen,Reinhart,1997-08-12,Right,50942,-426.9946378,-5.475914249,4.269946378,-413.8416044,,-1.269326568
856,Slytherin,Adelaide,Hardy,1998-04-01,Left,35405,-562.699442,-2.033019687,5.62699442,-825.125359,1076.153227,-1.078509576
857,Slytherin,Hillary,Alcorn,2000-06-18,Left,22619,-714.8515293,-4.688902375,7.148515293,-612.5525377,1043.326388,1.107192993
858,Ravenclaw,Alpha,Pritchett,2000-01-02,Left,51404,-365.0931614,3.183416195,3.650931614,575.4682953,1043.418927,-0.2574289613
859,Gryffindor,Filiberto,Albritton,1998-03-03,Left,44976,509.5179109,-3.910268299,-5.095179109,-575.000936,977.6556407,0.1182331107
860,Gryffindor,Jodi,Fishman,1998-07-31,Right,69057,415.3881598,-4.136396137,-4.153881598,-809.1776843,948.4080089,-1.195974501
861,Ravenclaw,Valentine,Dale,1998-09-15,Right,60716,-599.1986601,5.346689864,5.991986601,632.766089,1035.620331,0.3882842335
862,Gryffindor,Bobby,Penn,2001-04-23,Left,36751,536.5904745,-2.947994813,-5.365904745,-377.683441,970.249498,0.8186873521
863,Hufflepuff,Chanel,Beal,1997-12-23,Right,46440,717.4439615,3.852911774,-7.174439615,-651.6049178,1068.144984,0.5390711914
864,Hufflepuff,Audra,Costello,1997-02-14,Left,49948,541.7127718,4.107104483,-5.417127718,-366.7534319,1042.040639,0.9904564799
865,Gryffindor,Keith,Pacheco,2000-10-21,Left,48897,405.400486,-7.694641397,-4.05400486,-732.1677335,927.979689,0.4723542194
866,Slytherin,Susana,Nowell,2001-04-04,Left,23872,-635.8663586,-4.468233434,,-405.5412666,1058.308385,-0.7046136639
867,Hufflepuff,Edmundo,Hixson,2001-04-14,Right,62196,321.50392,7.278106752,-3.2150392,-387.3082957,1044.436986,-0.2133206721
868,Gryffindor,Belva,Cody,1996-12-24,Right,67149,685.0998737,-2.941468582,-6.850998737,-385.9875377,951.5852138,-0.5574201383
869,Gryffindor,Virgil,Mackay,1999-09-04,Left,15933,626.5806425,-3.357726035,-6.265806425,-475.1111694,950.8533347,-0.5450945961
870,Slytherin,Abdul,Stuart,2000-11-05,Right,43042,-541.2387337,-4.186511095,5.412387337,-498.00655,1061.376619,0.7743519228
871,Slytherin,Jamison,Salazar,1998-01-28,Right,48146,-615.492599,-6.196968025,6.15492599,-377.1174789,1040.993677,2.343237105
872,Hufflepuff,Jess,Lavoie,1998-01-29,Left,48394,466.0373605,5.335023079,-4.660373605,-582.5774227,1055.648031,0.8549204242
873,Slytherin,Christine,Merrill,2001-07-26,Right,37018,-535.9308387,-1.496135546,5.359308387,-505.8158965,1044.273838,-1.14808373
874,Hufflepuff,Belen,Negrete,1999-08-19,Right,23688,725.7895467,6.629764687,-7.257895467,-108.9902057,1012.785619,-2.453974679
875,Hufflepuff,Nancy,Quiroz,2000-08-09,Left,60583,580.1037471,2.454006676,-5.801037471,-652.0389061,1068.893335,-0.5097366483
876,Hufflepuff,Jody,Obrien,2001-02-09,Right,27663,796.0465857,3.347417491,-7.960465857,-346.085885,1038.630222,0.4861100437
877,Ravenclaw,Hilario,Keefer,1997-03-23,Left,59061,-652.034006,8.389718968,6.52034006,114.3030012,1009.882674,-0.4585288956
878,Ravenclaw,Eugene,Stearns,1997-08-14,Right,54385,-533.5211843,4.304112753,5.335211843,643.8185668,1061.293907,0.177535175
879,Gryffindor,Normand,Kroll,2000-05-26,Left,30074,569.436312,-5.153783001,-5.69436312,-350.9562546,948.7593737,0.1030359432
880,Gryffindor,Brian,Tatum,1998-10-16,Right,47805,423.0889394,,-4.230889394,-583.9747163,974.1573604,1.393340611
881,Slytherin,Idella,Whitfield,2000-09-18,Left,31850,-759.939298,-2.798185498,7.59939298,-814.7916273,1064.587955,2.512530215
882,Hufflepuff,Luz,Wallace,1998-04-09,Left,44875,641.451946,2.763393107,-6.41451946,-337.9856569,1039.471623,0.1621756369
883,Slytherin,Brain,Milburn,2000-06-30,Right,56679,-503.6359523,-7.209442389,5.036359523,-457.0113064,1080.952141,-0.4745656277
884,Gryffindor,Eusebio,Myrick,1999-10-10,Left,23655,570.0928676,-4.110763253,-5.700928676,-631.2042489,948.1011663,0.9911047355
885,Gryffindor,Robin,Hoy,1997-01-31,Right,75321,731.2386545,-4.54964496,-7.312386545,-851.417369,910.3927568,0.7649065808
886,Slytherin,Max,Grier,1998-10-30,Right,52164,-530.1919598,-4.110217299,5.301919598,-591.9758922,1067.754577,-1.580994842
887,Slytherin,Sonja,Whipple,1998-08-20,Right,50686,-470.7085445,-2.4050509,4.707085445,-728.3066208,1060.694254,-0.6277375767
888,Slytherin,Pierre,Handy,1999-05-10,Right,46303,-415.854202,-4.166386299,4.15854202,-538.4346546,1047.479375,0.2161856349
889,Slytherin,Bruno,Rawlings,1996-12-23,Right,40320,-559.3899489,-6.461353327,5.593899489,-521.7514266,1052.93422,-0.6697441641
890,Slytherin,Neil,Wisniewski,2000-07-27,Left,51390,-524.8854848,-3.388568565,5.248854848,-353.5899262,1031.730576,-0.3229129112
891,Gryffindor,Marc,Vogt,1997-12-27,Right,37362,649.2425761,-6.228920465,-6.492425761,-548.5594751,,0.2479393871
892,Hufflepuff,Margret,Stiles,2000-10-06,Right,37399,405.6318501,4.537999259,-4.056318501,-441.7172875,1045.480657,-0.1068892092
893,Slytherin,Shirley,Jennings,1997-08-10,Right,57189,-472.845687,-2.45848399,4.72845687,-473.0548114,1053.930635,0.5199912161
894,Gryffindor,Rubye,Sauer,2001-01-24,Right,68037,230.8769674,-4.161108579,-2.308769674,-494.7317574,982.0758229,-0.1709434127
895,Slytherin,Gail,Vidal,1998-12-16,Left,26703,-441.3549085,-4.670159431,4.413549085,-376.5187213,1060.924749,-0.1106768066
896,Ravenclaw,Bart,Cranford,2000-03-10,Left,57277,-304.5462569,6.173369965,3.045462569,685.3520142,1049.811757,-0.6187473494
897,Slytherin,Evan,Albrecht,2001-01-01,Right,48560,-376.7753546,-1.942163495,3.767753546,-504.1313706,1042.283637,-0.0802708874
898,Hufflepuff,Jenny,Pulliam,1998-06-03,Right,61461,426.6222359,7.544357372,-4.266222359,-522.8180467,1046.295232,-0.6039212757
899,Hufflepuff,Tomasa,Greco,1999-10-05,Left,65744,350.9012787,8.952719478,-3.509012787,-336.7497947,1042.250974,0.09476734763
900,Gryffindor,Felecia,Montano,1997-02-02,Left,51439,274.1823097,-2.970012027,,-547.3234205,966.8558695,-0.696347267
901,Ravenclaw,Theodora,Wilbanks,1999-03-03,Right,64160,-551.8067858,2.946939868,5.518067858,608.5569765,1046.229001,-1.10353687
902,Hufflepuff,Santiago,Burleson,1998-06-24,Left,34964,521.9798254,4.223837578,-5.219798254,-351.2633406,1031.158188,-0.3160950036
903,Hufflepuff,Claudio,Ackerman,1997-12-04,Left,87485,160.4164766,5.399528156,-1.604164766,-656.2565588,1067.299455,-0.5119915067
904,Slytherin,Janette,Coleman,2000-03-11,Right,42227,-483.1839463,-3.93173352,4.831839463,-674.349858,1055.668965,-1.030827644
905,Slytherin,Donny,Lynn,1998-10-31,Right,75462,-435.7674816,-6.990928665,4.357674816,-583.2976275,1066.95196,-0.2680976138
906,Hufflepuff,Rafaela,Wilkins,1997-11-04,Right,38711,627.6726417,9.214189385,-6.276726417,-454.6051996,1037.426893,-0.4287250107
907,Slytherin,Brooks,Ramsay,2000-03-13,Left,60650,-473.2081171,-8.499475425,4.732081171,-231.0971269,1023.166123,0.5880921952
908,Gryffindor,Tracy,Feliciano,1998-12-24,Left,39936,667.9497249,-2.89810068,-6.679497249,-622.9677723,954.0006009,-0.608491459
909,Hufflepuff,Manual,Burris,1999-06-17,Right,61452,600.1188012,1.85837272,-6.001188012,-443.0688916,1066.977218,-0.5495510266
910,Ravenclaw,Randi,Hendrick,1999-08-26,Left,56563,-326.8300084,5.768800681,3.268300084,329.6257807,1042.563534,0.7044204569
911,Hufflepuff,Beatrice,Trombley,1997-07-03,Right,32041,437.4627198,7.834177197,-4.374627198,-299.0403205,1022.832277,0.02020725822
912,Gryffindor,Kaye,Paulk,2000-10-27,Left,32689,616.6990988,-6.272873464,-6.166990988,-383.5999245,956.3567246,0.4362679747
913,Ravenclaw,Janet,Creighton,1999-07-10,Right,64762,-739.7313287,2.646561503,7.397313287,1006.103921,1056.676016,1.032401264
914,Ravenclaw,Marylou,Laporte,1998-11-27,Left,21837,-490.7993912,3.133890817,4.907993912,593.8648908,,1.086946352
915,Gryffindor,Louis,Falk,1998-01-01,Right,38704,580.0378576,7.641341729,-5.800378576,-642.6727454,1042.87539,0.602428328
916,Hufflepuff,Quinn,Pride,1999-10-03,Right,98030,304.1198228,,-3.041198228,-846.2661329,1088.927404,0.8700927024
917,Ravenclaw,Malcolm,Lane,1997-04-03,Left,17853,-544.7476475,6.794539704,5.447476475,285.7434524,1043.193579,0.6927359155
918,Gryffindor,Rayford,Denny,1997-04-17,Left,34208,654.4598112,-4.713041538,-6.544598112,-369.8996144,938.5094404,-0.1653327309
919,Hufflepuff,Theo,Reese,2001-04-04,Right,31537,702.0704601,6.393154478,-7.020704601,-391.1658417,1039.040499,-0.5962777817
920,Gryffindor,Tricia,Pfeiffer,1997-12-29,Right,37553,557.9067335,-4.579353197,-5.579067335,-618.6845346,946.8370147,-0.9743669382
921,Gryffindor,Jaime,Day,1998-01-26,Right,47897,349.7183383,-7.086761695,-3.497183383,-235.0782557,955.7950679,-1.347375035
922,Slytherin,Waylon,Manson,1999-01-27,Right,47193,-480.5297832,-3.155070158,4.805297832,-534.4933512,1058.023824,1.052771181
923,Ravenclaw,Clifford,Negron,2000-11-14,Right,62725,-666.666929,8.434869783,6.66666929,383.1069377,1034.397133,-0.7172142983
924,Hufflepuff,Tami,Graham,1998-03-11,Right,47776,594.5138028,5.236860391,-5.945138028,-362.7596127,1044.468304,0.9003400645
925,Ravenclaw,Jerri,Everhart,2000-06-06,Right,60828,-683.6687292,7.660798334,6.836687292,550.2600721,1035.740102,-0.4986358468
926,Gryffindor,Luke,Mcgregor,2001-04-04,Left,75093,309.2149029,-5.056887813,-3.092149029,-369.6565056,977.6364059,-0.5700749222
927,Ravenclaw,Abdul,Tam,1997-11-13,Right,34309,-450.6588275,1.82578378,4.506588275,508.7914276,,-0.8283884192
928,Hufflepuff,Reynaldo,Mcgill,2000-07-12,Left,47161,389.2760604,7.403256739,-3.892760604,-444.4848277,1044.874797,0.6529033068
929,Gryffindor,Marlin,Swartz,1998-07-26,Right,57978,415.9565048,-2.2023047,-4.159565048,-289.3104342,967.3212989,0.9963382305
930,Slytherin,Felix,Cothran,1998-07-10,Right,49359,-492.9782874,-5.897917004,4.929782874,-506.6795644,1080.484199,-1.206630333
931,Slytherin,Carmel,Shackelford,1998-01-09,Right,50601,-453.713688,2.149378109,4.53713688,-575.970187,1046.20634,-1.318209303
932,Hufflepuff,Lucretia,Carter,2000-11-03,Right,43708,369.3908808,4.23567623,-3.693908808,-962.4521458,1077.908146,0.4309079383
933,Gryffindor,Morton,Kaminski,1998-09-30,Left,79962,619.0467597,-2.951657168,-6.190467597,-458.7617587,940.0185853,-1.38004148
934,Ravenclaw,Roland,Mcginnis,1998-01-07,Right,37119,-636.1783064,4.151614483,6.361783064,165.4285172,1039.282883,-0.4781247758
935,Slytherin,Brianne,Irons,1999-03-23,Right,27666,-777.5890783,-8.250943359,7.775890783,-693.1827483,1071.342451,1.35459943
936,Hufflepuff,Bobbie,Najera,1998-10-21,Right,62879,512.7454759,6.060467466,-5.127454759,-639.9973631,1069.670708,-0.3761898226
937,Hufflepuff,Zenaida,Mclaurin,1999-11-07,Left,35205,641.5529713,3.410870019,-6.415529713,-539.3440197,1053.141366,-1.422662341
938,Ravenclaw,Ivy,Arriola,2001-03-02,Left,,-281.7374352,5.074208456,2.817374352,120.3887396,1044.150199,0.6544415359
939,Ravenclaw,Gary,Daigle,1999-04-03,Left,20951,-625.089621,4.833470409,6.25089621,,1045.451589,0.619715518
940,Gryffindor,Ashleigh,Allen,1998-10-28,Left,91614,230.7490478,-7.849294245,-2.307490478,-720.7482604,931.0905517,-0.5151209994
941,Hufflepuff,Keith,Mount,1997-03-17,Right,60483,-496.0187524,-3.231252822,4.960187524,-498.0924965,,-0.5803197626
942,Gryffindor,Trina,Burch,2000-11-20,Right,53725,509.3764619,-1.418288655,-5.093764619,-483.8611205,987.6489423,1.547749771
943,Ravenclaw,Pam,Acevedo,1997-11-03,Left,35993,-513.7807453,5.752339665,,513.8453833,1079.776587,
944,Hufflepuff,Kristy,Obrien,1999-06-15,Right,58633,,4.391884419,-4.830103553,-665.7778879,1061.597642,-2.480096551
945,Gryffindor,Maurine,Culp,1998-06-12,Right,,614.9383307,-2.431308838,-6.149383307,-745.4413021,963.9012994,0.928705745
946,Hufflepuff,Tameka,Kang,1999-07-03,Right,46133,665.3382894,5.659697596,-6.653382894,-557.6472442,1051.733416,0.6781512167
947,Hufflepuff,Juliana,Beckman,1997-08-02,Left,33295,437.0361607,7.071754832,-4.370361607,-271.2988913,1024.339908,-0.3316096721
948,Gryffindor,Millicent,Boles,2000-06-18,Right,59712,436.822154,-5.012568387,-4.36822154,-761.1718287,957.8058066,-0.1322775942
949,Hufflepuff,Valentin,Munn,2001-10-04,Right,65271,446.1902467,5.224176555,-4.461902467,-521.8393553,1054.311102,2.177554883
950,Hufflepuff,Martha,Bernal,2000-12-18,Right,57511,476.9140102,3.197487333,-4.769140102,-476.2183313,1051.733055,-1.463442249
951,Gryffindor,Al,Foust,1997-05-26,Left,22679,591.8458916,-3.242836519,-5.918458916,-642.0644999,943.0295814,0.7154372006
952,Slytherin,Joseph,Schreiber,2001-06-02,Left,16913,-763.3174397,-5.801610032,7.633174397,-749.9118161,1053.175198,-0.4179515753
953,Hufflepuff,Marty,Langley,1997-05-20,Right,64471,261.8443838,8.228810444,-2.618443838,-561.1252397,1044.837547,1.230283708
954,Hufflepuff,Zoe,Morrill,2001-01-23,Left,29371,578.6001157,4.084192445,-5.786001157,-444.3218869,1035.900033,-0.2967623214
955,Slytherin,Elise,Babb,1997-01-08,Left,34412,-545.3867146,-1.334298287,5.453867146,-467.966774,1043.811446,0.3825555002
956,Gryffindor,Sallie,Pierre,1997-11-13,Right,68517,721.4147457,-2.981744437,-7.214147457,-820.4619158,910.3387077,1.676713706
957,Hufflepuff,Winona,Robison,2000-08-11,Right,50198,439.555839,3.6601201,-4.39555839,-654.8099754,1068.881394,-1.806062585
958,Hufflepuff,Suzan,Graves,1999-08-09,Left,65890,303.3521453,3.518522844,-3.033521453,-625.1498235,1059.605968,-0.08141181846
959,Hufflepuff,Danilo,Braun,1997-06-17,Left,35896,676.2704082,7.429433139,-6.762704082,-167.2754919,1009.562269,-0.9525292524
960,Hufflepuff,Robbie,Wray,1997-11-19,Right,36126,749.5017874,4.767005916,-7.495017874,-96.17798049,1021.631708,1.297553881
961,Ravenclaw,Irwin,Friedman,2000-03-04,Left,87121,-584.5715063,5.023853645,5.845715063,184.1172478,1012.665763,-0.0992176175
962,Gryffindor,Rufus,Hutto,2001-10-18,Right,28604,664.5429382,-3.546869356,-6.645429382,-613.4366505,960.1008499,-2.384508273
963,Ravenclaw,Eunice,Mcclinton,1998-02-09,Left,77286,-434.6188165,5.410201657,4.346188165,600.2615075,1060.659725,1.809512137
964,Hufflepuff,Aurelia,Damron,1997-03-10,Left,44965,573.8487832,5.432413781,-5.738487832,-499.0981681,1051.642878,-2.001658889
965,Hufflepuff,Trudy,Catlett,1997-06-24,Right,43913,563.8710598,3.654761865,-5.638710598,-725.5204051,1063.706252,-0.3687249028
966,Hufflepuff,Merle,Yoon,2001-03-27,Left,40439,436.3618964,5.719084545,-4.363618964,-301.5041041,1035.056861,1.047783638
967,Hufflepuff,Erasmo,Matthew,1997-08-14,Left,55061,649.8364191,3.165657059,-6.498364191,,1070.289047,0.003562749319
968,Gryffindor,Rudolf,Childs,1997-11-25,Left,40517,485.9093516,-3.583027132,-4.859093516,-267.9146631,973.204258,1.006256707
969,Hufflepuff,Corey,Villarreal,1997-12-26,Left,28654,808.2609546,6.933138348,-8.082609546,-143.3897942,1024.058178,0.3106792959
970,Hufflepuff,Constance,Allen,1997-02-11,Right,65886,232.1203751,6.476264084,-2.321203751,-520.6076046,1047.748012,-1.04437701
971,Slytherin,Mickey,Law,1998-09-02,Right,47951,-276.9129256,-8.106624618,2.769129256,-252.9941198,1046.932895,0.4454173671
972,Ravenclaw,Erwin,Pullen,1997-04-29,Right,53250,-568.7734658,3.389980282,5.687734658,394.4319969,1026.934632,-1.027311652
973,Ravenclaw,Adrianne,Nielsen,2001-03-17,Left,68702,-534.2124516,4.853672256,5.342124516,768.7152663,1045.725445,-1.002759902
974,Gryffindor,Nelson,Lin,1999-05-01,Right,50255,520.4444863,-6.895851943,-5.204444863,-374.9720898,950.9214768,0.5785995449
975,Gryffindor,Wm,Mulkey,1999-01-13,Right,48538,649.0861027,-4.076397209,-6.490861027,-254.8408828,935.0672426,0.09083466546
976,Slytherin,Stephany,Arrington,1997-06-26,Right,33831,-628.898815,-5.725001139,6.28898815,-431.1171012,1043.6227,
977,Hufflepuff,Garret,Whitt,2000-07-04,Left,47732,684.7503262,6.239811307,-6.847503262,-671.0508189,1059.863902,0.7879520244
978,Gryffindor,Shanda,Trammell,1999-12-01,Right,63037,420.4479125,-3.425574511,-4.204479125,,957.0840139,1.133718692
979,Ravenclaw,Laverne,Lyman,2001-08-10,Right,62335,-494.7158878,5.706576162,4.947158878,703.1950028,1044.247736,-0.7087374777
980,Ravenclaw,Terrance,Gamble,1997-03-25,Right,50653,-308.6546773,4.669156629,3.086546773,421.9833291,1043.05401,0.02639351407
981,Gryffindor,Collette,Kingsley,2001-02-12,Right,73031,288.1925607,-2.94279229,-2.881925607,-892.9694953,961.1263124,0.6118093891
982,Ravenclaw,Virgil,Bechtel,1996-12-04,Left,48926,-225.1909878,5.922730801,2.251909878,532.4948431,1053.548941,0.1077724314
983,Ravenclaw,Walker,Baldridge,2001-09-15,Left,30966,-220.0793962,4.80645418,2.200793962,446.1248912,1063.263975,3.056545774
